color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,real_domestic_gross,real_budget
Color,Rupert Wyatt,175.0,111.0,81.0,81.0,Cjon Saulsberry,3000.0,33631221.0,False,George Kennedy,The Gambler ,48562.0,3784.0,Griffin Cleveland,1.0,dog|gambler|gambling|gangster|professor,http://www.imdb.com/title/tt2039393/?ref_=fn_tt_tt_1,145.0,English,USA,R,25000000.0,2014.0,571.0,6.0,2.35,0,41575193.387380876,30905206.64368748
Color,Marco Kreuzpaintner,40.0,98.0,7.0,17.0,Kostja Ullmann,289.0,95016.0,False,Alicja Bachleda,Summer Storm ,11074.0,362.0,Robert Stadlober,0.0,friend|friendship|rowing|storm|summer camp,http://www.imdb.com/title/tt0420206/?ref_=fn_tt_tt_1,56.0,German,Germany,R,2700000.0,2004.0,38.0,7.4,1.85,442,147204.38051879298,4182998.94123875
Color,Kate Connor,8.0,100.0,27.0,847.0,Eric Stoltz,1000.0,73678.0,False,Johnny Pacar,Fort McCoy ,266.0,4374.0,Brendan Fehr,1.0,unknown,http://www.imdb.com/title/tt1282046/?ref_=fn_tt_tt_1,8.0,English,USA,R,3000000.0,2011.0,902.0,5.9,unknown,348,95858.14416352878,3903124.8471807907
Color,Deon Taylor,63.0,88.0,26.0,236.0,Betsy Russell,487.0,143000.0,False,Matt Cohen,Chain Letter ,4122.0,1495.0,Noah Segan,0.0,blood splatter|chain|murder|mysterious killer|warning,http://www.imdb.com/title/tt1148200/?ref_=fn_tt_tt_1,48.0,English,USA,R,5000000.0,2009.0,298.0,4.1,2.35,0,195069.68494944923,6820618.354875848
Color,Jason Alexander,20.0,97.0,700.0,56.0,Patti LuPone,599.0,39852.0,False,Gretchen Mol,Just Looking ,1238.0,1030.0,Peter Onorati,1.0,1955 chevrolet|nurse|peeping tom|reference to brooklyn dodgers|spying,http://www.imdb.com/title/tt0162236/?ref_=fn_tt_tt_1,25.0,English,USA,R,3000000.0,1999.0,325.0,6.7,1.85,117,70005.32448979591,5269897.959183673
Color,Xavier Gens,174.0,122.0,87.0,605.0,Lauren German,2000.0,22000.0,False,Michael Biehn,The Divide ,30511.0,4920.0,Rosanna Arquette,4.0,doggystyle sex|rough sex|sodomy|torture|violent sex,http://www.imdb.com/title/tt1535616/?ref_=fn_tt_tt_1,226.0,English,Germany,R,3000000.0,2011.0,683.0,5.8,2.35,0,28622.915545992466,3903124.8471807907
Color,Conor McPherson,90.0,86.0,0.0,77.0,Iben Hjejle,767.0,128937.0,False,Aidan Quinn,The Eclipse ,2437.0,975.0,Jim Norton,0.0,ghost|irish|kissing|novelist|widower,http://www.imdb.com/title/tt1346961/?ref_=fn_tt_tt_1,31.0,English,Ireland,R,unknown,2009.0,122.0,6.2,1.85,580,175886.01376452547,0.0
Color,Will Canon,58.0,83.0,8.0,617.0,Scott Mechlowicz,798.0,unknown,False,Frank Grillo,Demonic ,7358.0,4756.0,Aaron Yoo,1.0,death|detective|house|missing|supernatural,http://www.imdb.com/title/tt1841642/?ref_=fn_tt_tt_1,39.0,English,USA,R,3000000.0,2015.0,634.0,5.3,unknown,0,0.0,3704227.9667703155
Color,Philip Zlotorynski,14.0,80.0,0.0,19.0,Darren Keefe Reiher,231.0,unknown,False,Neil Hopkins,My Big Fat Independent Movie ,1257.0,313.0,David Douglas,1.0,independent film|spoof,http://www.imdb.com/title/tt0385890/?ref_=fn_tt_tt_1,24.0,English,USA,R,3000000.0,2005.0,27.0,3.3,1.78,48,0.0,4495468.509984639
Color,Tim Burton,451.0,108.0,13000.0,11000.0,Alan Rickman,40000.0,334185206.0,False,Johnny Depp,Alice in Wonderland ,306336.0,79957.0,Anne Hathaway,0.0,alice in wonderland|mistaking reality for dream|queen|shrinking|shrinking potion,http://www.imdb.com/title/tt1014759/?ref_=fn_tt_tt_1,736.0,English,USA,PG,200000000.0,2010.0,25000.0,6.5,1.85,24000,448513095.085345,268421873.28025824
Color,Lance Kawas,unknown,90.0,66.0,452.0,Michael Rapaport,1000.0,unknown,False,Taylor Negron,The Deported ,62.0,3882.0,Talia Shire,1.0,actor|italian american|mexico|orphan|usa,http://www.imdb.com/title/tt1390404/?ref_=fn_tt_tt_1,1.0,English,USA,PG-13,3000000.0,2009.0,975.0,6.2,1.85,54,0.0,4092371.012925509
Color,Francesca Gregorini,21.0,96.0,15.0,357.0,Amy Sedaris,433.0,5005.0,False,Tom Everett Scott,Tanner Hall ,2280.0,1929.0,Chris Kattan,2.0,boarding school|coming of age|female friendship|lesbian|new england,http://www.imdb.com/title/tt1151410/?ref_=fn_tt_tt_1,14.0,English,USA,R,3000000.0,2009.0,396.0,5.9,unknown,448,6827.4389732307245,4092371.012925509
Color,Marcio Garcia,9.0,85.0,74.0,47.0,Kristi Clainos,652.0,unknown,True,John Savage,Open Road ,1370.0,844.0,Emily Nelson,3.0,dealer|drugs|killer|police,http://www.imdb.com/title/tt1922679/?ref_=fn_tt_tt_1,9.0,English,Brazil,unknown,3000000.0,2013.0,124.0,5.5,2.35,433,0.0,3768785.655721871
Color,David Wain,98.0,83.0,136.0,975.0,Amy Poehler,3000.0,unknown,False,Christopher Meloni,They Came Together ,16987.0,7191.0,Jack McBrayer,2.0,halloween party|new york city|racism|romcom|spoof,http://www.imdb.com/title/tt2398249/?ref_=fn_tt_tt_1,85.0,English,USA,R,unknown,2014.0,1000.0,5.5,1.85,0,0.0,0.0
Color,Craig Moss,29.0,80.0,19.0,73.0,Ashley Martin,319.0,unknown,False,French Stewart,30 Nights of Paranormal Activity with the Devil Inside the Girl with the Dragon Tattoo ,2978.0,845.0,Olivia Alexander,0.0,exorcism|female nudity|haunted house|lesbian kiss|masturbation,http://www.imdb.com/title/tt2417650/?ref_=fn_tt_tt_1,13.0,English,USA,R,3000000.0,2013.0,302.0,2.6,1.85,2000,0.0,3768785.655721871
Color,Michael Jai White,23.0,90.0,2000.0,454.0,Alex Meraz,2000.0,unknown,True,Michael Jai White,Never Back Down 2: The Beatdown ,13599.0,3666.0,Jillian Murray,3.0,bad cop|college|second part|sequel|wrestler,http://www.imdb.com/title/tt1754264/?ref_=fn_tt_tt_1,30.0,English,USA,R,3000000.0,2011.0,606.0,5.8,1.85,6000,0.0,3903124.8471807907
Color,John Boorman,87.0,92.0,128.0,480.0,Angie Dickinson,756.0,unknown,False,Lee Marvin,Point Blank ,13640.0,2715.0,Carroll O'Connor,0.0,criminal|gangster|money|revenge|violence,http://www.imdb.com/title/tt0062138/?ref_=fn_tt_tt_1,128.0,English,USA,Approved,3000000.0,1967.0,754.0,7.4,2.35,3000,0.0,26286377.24550898
Color,Paolo Monico,2.0,100.0,3.0,382.0,Sarah Rafferty,1000.0,unknown,False,Stephanie Szostak,Four Single Fathers ,118.0,2890.0,Salvatore Santone,0.0,number in title|single father,http://www.imdb.com/title/tt1252289/?ref_=fn_tt_tt_1,1.0,Italian,Italy,unknown,3000000.0,2009.0,810.0,5.1,unknown,32,0.0,4092371.012925509
Color,Youssef Delara,17.0,88.0,8.0,471.0,David Bianchi,2000.0,unknown,False,Noel Gugliemi,Enter the Dangerous Mind ,704.0,4469.0,Jason Priestley,0.0,dubstep|tied feet,http://www.imdb.com/title/tt2229377/?ref_=fn_tt_tt_1,9.0,English,USA,unknown,800000.0,2013.0,715.0,5.2,2.35,406,0.0,1005009.5081924989
unknown,Darin Scott,7.0,95.0,39.0,375.0,Shantel VanSanten,1000.0,unknown,False,Julian Morris,Something Wicked ,976.0,3024.0,John Robinson,2.0,eugene oregon|independent film|obsession,http://www.imdb.com/title/tt1327601/?ref_=fn_tt_tt_1,15.0,English,USA,R,3000000.0,2014.0,747.0,4.8,unknown,395,0.0,3708624.7972424976
Color,Christian Sesma,6.0,82.0,9.0,648.0,Brooke Newton,904.0,unknown,False,Bokeem Woodbine,AWOL-72 ,520.0,4092.0,Brett Wagner,4.0,police officer|police officer taken hostage,http://www.imdb.com/title/tt2048865/?ref_=fn_tt_tt_1,8.0,English,USA,R,3000000.0,2015.0,779.0,3.9,unknown,398,0.0,3704227.9667703155
Color,Monte Hellman,9.0,97.0,96.0,37.0,Jack Taylor,201.0,unknown,False,Everett McGill,Iguana ,240.0,277.0,Fabio Testi,1.0,19th century|based on novel|disfigurement|harpooner|independent film,http://www.imdb.com/title/tt0095354/?ref_=fn_tt_tt_1,9.0,English,Italy,unknown,3000000.0,1988.0,39.0,6.2,1.85,37,0.0,7421513.102282332
Color,Kenneth Branagh,343.0,105.0,0.0,502.0,Derek Jacobi,2000.0,201148159.0,False,Hayley Atwell,Cinderella ,103749.0,4671.0,Lily James,1.0,dress|duke|fairy godmother|fairy tale|pumpkin,http://www.imdb.com/title/tt1661199/?ref_=fn_tt_tt_1,323.0,English,USA,PG,95000000.0,2015.0,520.0,7.0,2.35,56000,248366212.01072073,117300552.28106
Color,Brian Caunter,11.0,94.0,0.0,356.0,Stacy Keach,854.0,unknown,True,Mike Starr,Chicago Overcoat ,706.0,1989.0,Frank Vincent,3.0,detective|killer|police|shootout|thong,http://www.imdb.com/title/tt1085382/?ref_=fn_tt_tt_1,14.0,English,USA,R,3000000.0,2009.0,602.0,6.2,1.78,229,0.0,4092371.012925509
Color,Chris D'Arienzo,34.0,95.0,7.0,463.0,Cybill Shepherd,2000.0,unknown,False,Judy Greer,Barry Munday ,3443.0,3648.0,Shea Whigham,2.0,doctor|letter|paternity|sex|testicles,http://www.imdb.com/title/tt0482461/?ref_=fn_tt_tt_1,20.0,English,USA,R,unknown,2010.0,536.0,5.9,1.85,480,0.0,0.0
Color,Walter Salles,71.0,113.0,179.0,11.0,Matheus Nachtergaele,119.0,5595428.0,False,Fernanda Montenegro,Central Station ,28951.0,167.0,Othon Bastos,0.0,brazil|letter|rio de janeiro brazil|sertao|teacher,http://www.imdb.com/title/tt0140888/?ref_=fn_tt_tt_1,257.0,Portuguese,Brazil,R,2900000.0,1998.0,14.0,8.0,2.35,0,10046196.204539876,5206745.398773005
Color,Frank Capra,21.0,136.0,964.0,248.0,Glenn Ford,931.0,unknown,False,Ann-Margret,Pocketful of Miracles ,4313.0,2167.0,Thomas Mitchell,2.0,1930s|apple|dude|luck|new york city,http://www.imdb.com/title/tt0055312/?ref_=fn_tt_tt_1,40.0,English,USA,Approved,2900000.0,1961.0,416.0,7.3,2.35,612,0.0,28384598.662207354
Color,Isaac Florentine,28.0,80.0,81.0,214.0,Nick Chinlund,640.0,unknown,True,Anthony L. Fernandez,Close Range ,2425.0,1517.0,Scott Evans,1.0,corrupt sheriff|drug cartel|flash drive|niece|sheriff,http://www.imdb.com/title/tt3511596/?ref_=fn_tt_tt_1,31.0,English,USA,unknown,3000000.0,2015.0,277.0,4.9,unknown,968,0.0,3704227.9667703155
Color,Susan Seidelman,35.0,105.0,39.0,183.0,Michael Nouri,267.0,3123749.0,False,Dyan Cannon,Boynton Beach Club ,746.0,1231.0,Brenda Vaccaro,8.0,title spoken by character,http://www.imdb.com/title/tt0439478/?ref_=fn_tt_tt_1,27.0,English,USA,R,1500000.0,2005.0,225.0,6.5,1.85,88,4680905.087532002,2247734.2549923193
Color,Michael Polish,30.0,90.0,35.0,21.0,Patrick Bauchau,216.0,unknown,False,Olivia Rose Keegan,Amnesiac ,2157.0,423.0,Mia Barron,0.0,child in peril|electroshock therapy|memory|memory loss|teenage girl,http://www.imdb.com/title/tt2837336/?ref_=fn_tt_tt_1,15.0,English,USA,unknown,3000000.0,2014.0,158.0,4.3,unknown,421,0.0,3708624.7972424976
Color,Heidi Ewing,73.0,93.0,4.0,394.0,James Ransone,875.0,100675.0,False,Greg Crowe,Freakonomics ,5695.0,2305.0,Tempestt Bledsoe,0.0,cheating|economics|experiment|human nature|sumo wrestling,http://www.imdb.com/title/tt1152822/?ref_=fn_tt_tt_1,23.0,English,USA,PG-13,3000000.0,2010.0,412.0,6.4,unknown,0,135116.86046245,4026328.0992038734
Color,Richard Donner,154.0,107.0,503.0,108.0,Patrick Troughton,264.0,unknown,False,Lee Remick,The Omen ,80961.0,673.0,Billie Whitelaw,2.0,ambassador|death|hospital|priest|stillborn child,http://www.imdb.com/title/tt0075005/?ref_=fn_tt_tt_1,310.0,English,UK,R,2800000.0,1976.0,139.0,7.6,2.35,7000,0.0,14401300.527240772
Color,Alexandre Aja,251.0,89.0,192.0,142.0,Maïwenn,447.0,3645438.0,False,Cécile De France,High Tension ,55040.0,923.0,Oana Pellea,1.0,car chase|plot twist|police van|rear ending a car|slasher,http://www.imdb.com/title/tt0338095/?ref_=fn_tt_tt_1,539.0,French,France,Unrated,2200000.0,2003.0,236.0,6.8,2.35,0,5798128.57548913,3499135.869565217
Color,Leon Ford,57.0,90.0,18.0,39.0,Patrick Brammall,130.0,unknown,False,Maeve Dermody,Griff the Invisible ,4173.0,362.0,Kelly Paterniti,1.0,alter ego|awkwardness|office|scientist|superhero,http://www.imdb.com/title/tt1509803/?ref_=fn_tt_tt_1,32.0,English,Australia,PG-13,unknown,2010.0,96.0,6.1,1.85,0,0.0,0.0
Color,Hank Braxtan,14.0,89.0,6.0,29.0,Gregory Cruz,679.0,unknown,True,Q'orianka Kilcher,Unnatural ,859.0,964.0,Allegra Carpenter,0.0,alaska|climate change|global|polar bear|scientific,http://www.imdb.com/title/tt3551400/?ref_=fn_tt_tt_1,17.0,English,USA,R,3000000.0,2015.0,234.0,4.0,2.35,369,0.0,3704227.9667703155
Color,Craig Brewer,159.0,116.0,153.0,165.0,Paula Jai Parker,275.0,22201636.0,False,Isaac Hayes,Hustle & Flow ,33567.0,727.0,Elise Neal,1.0,baby|friend|hip hop|pimp|stripper,http://www.imdb.com/title/tt0410097/?ref_=fn_tt_tt_1,206.0,English,USA,R,8000000.0,2005.0,247.0,7.4,1.85,0,33268918.502713766,11987916.026625704
 Black and White,Billy Wilder,181.0,120.0,0.0,102.0,Joe E. Brown,105.0,25000000.0,False,Nehemiah Persoff,Some Like It Hot ,175196.0,527.0,George Raft,2.0,all girl band|band|cross dressing|musician|yacht,http://www.imdb.com/title/tt0053291/?ref_=fn_tt_tt_1,350.0,English,USA,Not Rated,2883848.0,1959.0,103.0,8.3,1.66,10000,251421821.3058419,29002492.66116838
Color,John Carl Buechler,110.0,88.0,152.0,181.0,Terry Kiser,935.0,19170001.0,False,Kane Hodder,Friday the 13th Part VII: The New Blood ,21359.0,1855.0,William Butler,0.0,death|jason voorhees|massacre|slaughter|telekinesis,http://www.imdb.com/title/tt0095179/?ref_=fn_tt_tt_1,270.0,English,USA,R,2800000.0,1988.0,448.0,5.3,1.85,0,47423471.19742181,6926745.562130176
 Black and White,Victor Fleming,213.0,102.0,149.0,357.0,Terry,695.0,22202612.0,False,Margaret Hamilton,The Wizard of Oz ,291875.0,2509.0,Billie Burke,3.0,evil witch|tornado|witch|wizard|wizard of oz,http://www.imdb.com/title/tt0032138/?ref_=fn_tt_tt_1,533.0,English,USA,Passed,2800000.0,1939.0,421.0,8.1,1.37,14000,467460821.2129496,58952086.33093524
 Black and White,Mel Brooks,129.0,106.0,0.0,481.0,Peter Boyle,1000.0,86300000.0,False,Madeline Kahn,Young Frankenstein ,112671.0,2703.0,Teri Garr,0.0,assistant|castle|experiment|frankenstein's monster|scientist,http://www.imdb.com/title/tt0072431/?ref_=fn_tt_tt_1,315.0,English,USA,PG,2800000.0,1974.0,595.0,8.0,1.85,14000,512294655.17241377,16621379.310344826
Color,George A. Romero,280.0,95.0,0.0,192.0,Shawn Roberts,569.0,952620.0,False,Megan Park,Diary of the Dead ,40800.0,1797.0,Joe Dinicol,0.0,barn|film student|hospital|mummy|video camera,http://www.imdb.com/title/tt0848557/?ref_=fn_tt_tt_1,332.0,English,USA,R,2000000.0,2007.0,529.0,5.7,1.85,0,1344857.7235890012,2823492.5229136515
Color,Rajkumar Hirani,15.0,144.0,124.0,327.0,Sanjay Dutt,464.0,unknown,False,Vidya Balan,Lage Raho Munna Bhai ,27569.0,1761.0,Jimmy Shergill,0.0,love|professor of history|radio|satyagraha|unscrupulous builder,http://www.imdb.com/title/tt0456144/?ref_=fn_tt_tt_1,106.0,Hindi,India,PG-13,120000000.0,2006.0,426.0,8.2,2.35,349,0.0,174199404.76190478
Color,Victor Nunez,61.0,113.0,9.0,42.0,Patricia Richardson,402.0,9054736.0,False,Peter Fonda,Ulee's Gold ,5744.0,787.0,Vanessa Zima,1.0,beekeeper|bound and gagged|dysfunctional family|man with glasses|tied to a chair,http://www.imdb.com/title/tt0120402/?ref_=fn_tt_tt_1,57.0,English,USA,R,2700000.0,1997.0,222.0,7.1,1.66,381,16510366.131339563,4923168.224299065
Color,Carroll Ballard,33.0,118.0,19.0,48.0,Kelly Reno,481.0,unknown,False,Teri Garr,The Black Stallion ,8856.0,681.0,Hoyt Axton,0.0,black horse|boy horse relationship|horse|rescued by a horse|training,http://www.imdb.com/title/tt0078872/?ref_=fn_tt_tt_1,90.0,English,USA,G,2700000.0,1979.0,81.0,7.4,1.85,0,0.0,10883863.636363635
Color,Rohit Jugraj,1.0,141.0,2.0,32.0,Neeru Bajwa,258.0,unknown,False,Bhavkhandan Singh Rakhra,Sardaar Ji ,745.0,434.0,Diljit Dosanjh,2.0,unknown,http://www.imdb.com/title/tt4080386/?ref_=fn_tt_tt_1,8.0,Panjabi,Canada,unknown,3000000.0,2015.0,85.0,6.6,unknown,50,0.0,3704227.9667703155
Color,Thorbjørn Christoffersen,2.0,90.0,0.0,13.0,Frank Hvam,122.0,unknown,True,Iben Hjejle,Journey to Saturn ,1828.0,197.0,Casper Christensen,0.0,crew|cult film|denmark|earth|wristwatch,http://www.imdb.com/title/tt1095423/?ref_=fn_tt_tt_1,6.0,Danish,Denmark,Not Rated,unknown,2008.0,33.0,5.7,1.85,77,0.0,0.0
Color,John Ford,27.0,109.0,673.0,359.0,Cesar Romero,756.0,unknown,False,Lee Marvin,Donovan's Reef ,5786.0,1949.0,Jack Warden,1.0,falling into water|medical doctor|priest|roof leak|swimming in the ocean,http://www.imdb.com/title/tt0057007/?ref_=fn_tt_tt_1,65.0,English,USA,Not Rated,2686585.0,1963.0,370.0,6.9,1.85,573,0.0,25694200.430555552
Color,Alex van Warmerdam,19.0,95.0,53.0,2.0,Ariane Schluter,20.0,unknown,False,Rijk de Gooyer,The Dress ,1470.0,25.0,Henri Garcin,0.0,bare breasts|bra|panties|topless female nudity|underwear,http://www.imdb.com/title/tt0116729/?ref_=fn_tt_tt_1,5.0,Dutch,Netherlands,unknown,2650000.0,1996.0,3.0,7.0,1.85,121,0.0,4942866.475462077
 Black and White,Victor Fleming,9.0,122.0,149.0,315.0,Esther Williams,760.0,unknown,False,Spencer Tracy,A Guy Named Joe ,1553.0,2555.0,Irene Dunne,0.0,heaven|pilot|teacher|training|world war two,http://www.imdb.com/title/tt0035959/?ref_=fn_tt_tt_1,27.0,English,USA,Passed,2627000.0,1943.0,675.0,7.0,1.37,116,0.0,44439577.16763005
Color,Mel Brooks,121.0,93.0,0.0,628.0,David Huddleston,1000.0,119500000.0,False,Madeline Kahn,Blazing Saddles ,95294.0,4701.0,Harvey Korman,0.0,railroad|reference to douglas fairbanks|reference to jesse owens|reference to randolph scott|year 1874,http://www.imdb.com/title/tt0071230/?ref_=fn_tt_tt_1,363.0,English,USA,R,2600000.0,1974.0,1000.0,7.8,2.35,12000,709376724.1379311,15434137.931034481
Color,Joseph Zito,166.0,97.0,17.0,74.0,Tom Everett,158.0,32600000.0,False,Judie Aronson,Friday the 13th: The Final Chapter ,29488.0,467.0,Kimberly Beck,0.0,friday the thirteenth|hockey mask|jason voorhees|morgue|slasher,http://www.imdb.com/title/tt0087298/?ref_=fn_tt_tt_1,326.0,English,USA,R,1800000.0,1984.0,84.0,5.9,1.85,0,91824379.21077959,5070057.747834455
 Black and White,Pawel Pawlikowski,269.0,82.0,84.0,46.0,Agata Trzebuchowska,88.0,3826455.0,False,Joanna Kulig,Ida ,34643.0,205.0,Agata Kulesza,1.0,convent|jew|jewish|nun|poland,http://www.imdb.com/title/tt2718492/?ref_=fn_tt_tt_1,123.0,Polish,Poland,PG-13,unknown,2013.0,64.0,7.4,1.33,17000,4807029.572088411,0.0
Color,James Ivory,29.0,140.0,133.0,239.0,Denholm Elliott,443.0,3130592.0,False,Rupert Graves,Maurice ,10755.0,1269.0,Simon Callow,1.0,homosexuality|love|male full frontal nudity|male rear nudity|one word title,http://www.imdb.com/title/tt0093512/?ref_=fn_tt_tt_1,69.0,English,UK,R,2600000.0,1987.0,249.0,7.8,1.66,963,8064994.733802816,6698089.788732394
Color,Frank Sebastiano,20.0,86.0,3.0,327.0,Laurie Metcalf,833.0,475000.0,False,Joe Lo Truglio,Beer League ,6930.0,2753.0,Seymour Cassel,2.0,baseball|baseball movie|beer|slacker|softball,http://www.imdb.com/title/tt0453453/?ref_=fn_tt_tt_1,53.0,English,USA,R,2800000.0,2006.0,549.0,6.0,unknown,323,689539.310515873,4064652.7777777775
Color,Rand Ravich,107.0,109.0,7.0,1000.0,Charlize Theron,40000.0,10654581.0,False,Johnny Depp,The Astronaut's Wife ,45500.0,52621.0,Clea DuVall,0.0,astronaut|electrocuted in bathtub|mission|pilot|sister,http://www.imdb.com/title/tt0138304/?ref_=fn_tt_tt_1,260.0,English,USA,R,34000000.0,1999.0,9000.0,5.3,1.85,1000,18716184.889285713,59725510.20408163
Color,Stacy Peralta,74.0,105.0,147.0,28.0,Gabrielle Reece,52.0,2276368.0,False,Gerry Lopez,Riding Giants ,3849.0,179.0,Laird John Hamilton,1.0,beach|surfing|surfing contest|two word title|wave,http://www.imdb.com/title/tt0389326/?ref_=fn_tt_tt_1,37.0,English,USA,PG-13,unknown,2004.0,52.0,7.9,unknown,0,3526683.308840656,0.0
Color,Nacho Vigalondo,173.0,66.0,76.0,36.0,Nacho Vigalondo,123.0,38108.0,False,Karra Elejalde,Timecrimes ,40878.0,239.0,Bárbara Goenaga,0.0,binoculars|hitchcockian|scissors|time machine|woods,http://www.imdb.com/title/tt0480669/?ref_=fn_tt_tt_1,124.0,Spanish,Spain,R,2600000.0,2007.0,76.0,7.2,1.85,0,53798.82653159671,3670540.2797877463
Color,Hao Ning,5.0,99.0,0.0,4.0,Bo Huang,11.0,unknown,True,Jack Kao,Silver Medallist ,1418.0,19.0,Zheng Xu,1.0,color in title,http://www.imdb.com/title/tt0851515/?ref_=fn_tt_tt_1,4.0,Mandarin,China,unknown,15000000.0,2009.0,4.0,7.4,2.35,30,0.0,20461855.064627547
Color,Tony Giglio,66.0,100.0,6.0,209.0,Nick Searcy,331.0,unknown,False,Brianna Brown,Timber Falls ,5012.0,1082.0,Beth Broderick,1.0,hiking|voyeur|voyeurism|west virginia|woods,http://www.imdb.com/title/tt0857295/?ref_=fn_tt_tt_1,47.0,English,USA,R,2600000.0,2007.0,272.0,5.3,1.85,254,0.0,3670540.2797877463
Color,Stanley Donen,169.0,103.0,134.0,390.0,Debbie Reynolds,804.0,unknown,False,Rita Moreno,Singin' in the Rain ,150020.0,2510.0,Cyd Charisse,0.0,actress|chorus girl|fan|friend|love,http://www.imdb.com/title/tt0045152/?ref_=fn_tt_tt_1,568.0,English,USA,Approved,2540800.0,1952.0,786.0,8.3,1.37,0,0.0,28059540.528301883
Color,Michael Tiddes,129.0,86.0,89.0,555.0,Alanna Ubach,713.0,40041683.0,False,Essence Atkins,A Haunted House ,34620.0,3421.0,J.B. Smoove,6.0,hamburger|parody|priest|psychic|woman in a bikini,http://www.imdb.com/title/tt2243537/?ref_=fn_tt_tt_1,107.0,English,USA,R,2500000.0,2013.0,584.0,5.1,1.85,0,50302840.17378744,3140654.7131015593
Color,Dinesh D'Souza,30.0,87.0,67.0,67.0,Zackary Steven Graham,871.0,33349949.0,False,Barack Obama,2016: Obama's America ,9010.0,1111.0,Dinesh D'Souza,0.0,critically bashed|partisan commentary|political propoganda|punctuation in title|reenactment,http://www.imdb.com/title/tt2247692/?ref_=fn_tt_tt_1,199.0,English,USA,PG,2500000.0,2012.0,118.0,5.1,1.85,0,42509949.4089349,3186657.752380288
Color,Tom Hanks,75.0,149.0,15000.0,982.0,Charlize Theron,15000.0,25809813.0,False,Tom Hanks,That Thing You Do! ,50311.0,28713.0,Ethan Embry,6.0,band|drummer|jazz|pennsylvania|song,http://www.imdb.com/title/tt0117887/?ref_=fn_tt_tt_1,212.0,English,USA,PG,26000000.0,1996.0,9000.0,6.9,1.37,0,48141305.43986615,48496048.43849585
Color,Tommy Lee Wallace,162.0,98.0,24.0,67.0,Dan O'Herlihy,381.0,14400000.0,False,Tom Atkins,Halloween III: Season of the Witch ,28589.0,684.0,Nancy Kyes,0.0,doctor|factory|halloween|holiday horror|stonehenge,http://www.imdb.com/title/tt0085636/?ref_=fn_tt_tt_1,532.0,English,USA,R,2500000.0,1982.0,128.0,4.6,2.35,0,43670797.92746113,7581735.751295336
Color,Don Taylor,74.0,98.0,11.0,450.0,M. Emmet Walsh,595.0,unknown,True,Roddy McDowall,Escape from the Planet of the Apes ,23546.0,2373.0,Sal Mineo,0.0,ape|fear|future|spacecraft|spaceship,http://www.imdb.com/title/tt0067065/?ref_=fn_tt_tt_1,92.0,English,USA,G,2500000.0,1971.0,521.0,6.3,2.35,819,0.0,18065123.45679012
 Black and White,Martin Ritt,65.0,112.0,58.0,124.0,Melvyn Douglas,617.0,unknown,False,Patricia Neal,Hud ,15277.0,1141.0,Whit Bissell,0.0,alcoholism|forename as title|rancher|rodeo cowboy|texas,http://www.imdb.com/title/tt0057163/?ref_=fn_tt_tt_1,120.0,English,USA,Approved,2500000.0,1963.0,189.0,7.9,2.35,1000,0.0,23909722.222222216
Color,Leslie Small,26.0,75.0,15.0,36.0,La'Princess Jackson,1000.0,32230907.0,False,David Jason Perez,Kevin Hart: Let Me Explain ,6062.0,1385.0,Dana Hanna,0.0,lying|montreal|reference to twitter|reference to youtube|toronto,http://www.imdb.com/title/tt2609912/?ref_=fn_tt_tt_1,30.0,English,USA,R,2500000.0,2013.0,309.0,6.7,1.85,0,40490459.99083521,3140654.7131015593
Color,Gus Van Sant,63.0,104.0,835.0,535.0,Udo Kier,18000.0,6401336.0,False,Keanu Reeves,My Own Private Idaho ,36996.0,19923.0,Flea,2.0,friend|hustler|italy|narcolepsy|traveling,http://www.imdb.com/title/tt0102494/?ref_=fn_tt_tt_1,153.0,English,USA,R,2500000.0,1991.0,595.0,7.1,1.78,0,13754647.482232012,5371787.812041116
Color,Zach Braff,205.0,102.0,0.0,294.0,Michael Weston,625.0,26781723.0,False,Armando Riesco,Garden State ,187595.0,1655.0,Jill Flint,3.0,actor|doctor|drugs|home|pain,http://www.imdb.com/title/tt0333766/?ref_=fn_tt_tt_1,978.0,English,USA,R,2500000.0,2004.0,379.0,7.6,2.35,0,41491821.83464796,3873147.1678136573
Color,Richard Linklater,121.0,105.0,0.0,4.0,Hans Weingartner,15.0,5400000.0,False,Hanno Pöschl,Before Sunrise ,183288.0,36.0,Dominik Castell,1.0,american|conversations|kiss|love|train,http://www.imdb.com/title/tt0112471/?ref_=fn_tt_tt_1,395.0,English,USA,R,2500000.0,1995.0,12.0,8.1,1.85,22000,10369665.354330707,4800770.997375327
