,UTC,Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Raw_H2,Raw_Ethanol,Pressure[hPa],PM1.0,PM2.5,NC0.5,NC1.0,NC2.5,CNT,Fire_Alarm
33887,1654770236,0.791289933694997,51.26,352.0,400.0,13068.0,19912,939.272,0.44,0.46,3.04,0.474,0.011,8893,1
33888,1654770237,0.791289933694997,51.16,362.0,400.0,13064.0,19897,939.283,0.48,0.49,3.28,0.511,0.012,8894,1
33889,1654770238,0.791289933694997,51.12,344.0,400.0,13074.0,19919,939.271,0.49,0.51,3.39,0.528,0.012,8895,1
33890,1654770239,0.7927968655816755,51.02,351.0,400.0,13065.0,19903,939.275,0.51,0.53,3.51,0.547,0.012,8896,1
33891,1654770240,0.7927968655816755,51.02,351.0,400.0,13075.0,19917,939.268,0.51,0.53,3.52,0.5489999999999999,0.012,8897,1
33892,1654770241,0.793550331525015,50.9,363.0,400.0,13071.0,19913,939.271,0.52,0.54,3.59,0.56,0.013,8898,1
33893,1654770242,0.793550331525015,50.86,350.0,400.0,13069.0,19910,939.279,0.52,0.54,3.59,0.5589999999999999,0.013,8899,1
33894,1654770243,0.7940526421539078,50.82,354.0,400.0,13072.0,19917,939.267,0.52,0.54,3.55,0.5529999999999999,0.012,8900,1
33895,1654770244,0.7940526421539078,50.76,358.0,400.0,13067.0,19906,939.268,0.49,0.51,3.39,0.528,0.012,8901,1
33896,1654770245,0.7948061080972473,50.72,357.0,400.0,13075.0,19915,939.262,0.48,0.5,3.28,0.512,0.012,8902,1
33897,1654770246,0.7955595740405865,50.66,351.0,400.0,13070.0,19916,939.261,0.44,0.46,3.04,0.473,0.011,8903,1
33898,1654770247,0.7654209363070121,50.56,381.0,400.0,13057.0,19888,939.262,0.42,0.44,2.9,0.452,0.01,8904,1
33899,1654770248,0.7556258790436005,51.08,379.0,400.0,13047.0,19883,939.259,0.39,0.4,2.68,0.417,0.009,8905,1
33900,1654770249,0.7513562386980108,51.85,379.0,400.0,13047.0,19882,939.266,0.37,0.39,2.58,0.402,0.009,8906,1
33901,1654770250,0.7480912196102067,52.56,375.0,400.0,13060.0,19894,939.263,0.36,0.37,2.45,0.3829999999999999,0.009,8907,1
33902,1654770251,0.7448262005224029,53.21,376.0,400.0,13050.0,19883,939.267,0.34,0.36,2.37,0.37,0.008,8908,1
33903,1654770252,0.7410588708057062,54.19,375.0,400.0,13057.0,19889,939.261,0.33,0.34,2.27,0.355,0.008,8909,1
33904,1654770253,0.7400542495479203,54.62,355.0,400.0,13058.0,19894,939.269,0.33,0.34,2.24,0.349,0.008,8910,1
33905,1654770254,0.7385473176612416,55.01,362.0,400.0,13058.0,19899,939.275,0.36,0.37,2.45,0.382,0.009,8911,1
33906,1654770255,0.7382961623467952,55.33,371.0,400.0,13055.0,19898,939.272,0.37,0.39,2.56,0.4,0.009,8912,1
33907,1654770256,0.73653807514567,55.65,368.0,400.0,13058.0,19887,939.268,0.41,0.43,2.84,0.4429999999999999,0.01,8913,1
33908,1654770257,0.7357846092023306,55.86,372.0,400.0,13058.0,19897,939.277,0.42,0.44,2.9,0.4529999999999999,0.01,8914,1
33909,1654770258,0.7347799879445449,56.09,369.0,400.0,13054.0,19889,939.279,0.44,0.46,3.05,0.476,0.011,8915,1
33910,1654770259,0.7340265220012054,56.25,365.0,400.0,13066.0,19896,939.273,0.45,0.47,3.09,0.482,0.011,8916,1
33911,1654770260,0.7335242113723126,56.47,376.0,400.0,13060.0,19892,939.273,0.47,0.48,3.2,0.5,0.011,8917,1
33912,1654770261,0.7317661241711874,56.6,356.0,400.0,13063.0,19906,939.279,0.48,0.5,3.32,0.518,0.012,8918,1
33913,1654770262,0.7322684348000803,56.73,361.0,400.0,13060.0,19900,939.277,0.49,0.51,3.39,0.529,0.012,8919,1
33914,1654770263,0.7312638135422944,56.86,370.0,400.0,13062.0,19889,939.275,0.5,0.52,3.47,0.542,0.012,8920,1
33915,1654770264,0.7305103475989552,57.01,363.0,400.0,13062.0,19899,939.273,0.52,0.54,3.55,0.5529999999999999,0.012,8921,1
33916,1654770265,0.7312638135422944,57.09,361.0,400.0,13064.0,19897,939.255,0.51,0.53,3.54,0.5529999999999999,0.012,8922,1
33917,1654770266,0.7290034157122764,57.2,362.0,400.0,13064.0,19908,939.264,0.51,0.53,3.49,0.544,0.012,8923,1
33918,1654770267,0.7297568816556157,57.27,367.0,400.0,13063.0,19903,939.253,0.5,0.52,3.44,0.537,0.012,8924,1
33919,1654770268,0.7290034157122764,57.36,356.0,400.0,13065.0,19911,939.258,0.51,0.53,3.53,0.55,0.012,8925,1
33920,1654770269,0.728249949768937,57.45,361.0,400.0,13058.0,19899,939.258,0.53,0.55,3.62,0.565,0.013,8926,1
33921,1654770270,0.7279987944544906,57.5,368.0,400.0,13058.0,19888,939.26,0.53,0.55,3.66,0.5720000000000001,0.013,8927,1
33922,1654770271,0.7279987944544906,57.58,367.0,400.0,13059.0,19887,939.259,0.53,0.56,3.68,0.574,0.013,8928,1
33923,1654770272,0.7267430178822583,57.63,367.0,400.0,13057.0,19901,939.246,0.53,0.55,3.65,0.569,0.013,8929,1
33924,1654770273,0.7264918625678118,57.67,360.0,400.0,13058.0,19898,939.242,0.51,0.53,3.51,0.5479999999999999,0.012,8930,1
33925,1654770274,0.7264918625678118,57.76,360.0,400.0,13059.0,19904,939.243,0.51,0.53,3.51,0.5479999999999999,0.012,8931,1
33926,1654770275,0.7262407072533654,57.81,362.0,400.0,13057.0,19906,939.24,0.53,0.55,3.65,0.569,0.013,8932,1
33927,1654770276,0.7573839662447257,57.94,337.0,400.0,13082.0,19925,939.245,0.53,0.55,3.67,0.5720000000000001,0.013,8933,1
33928,1654770277,0.7661744022503516,57.37,331.0,400.0,13085.0,19932,939.248,0.53,0.55,3.64,0.568,0.013,8934,1
33929,1654770278,0.771448663853727,56.53,334.0,400.0,13076.0,19925,939.248,0.52,0.54,3.61,0.562,0.013,8935,1
33930,1654770279,0.7747136829415309,55.73,342.0,400.0,13077.0,19913,939.256,0.5,0.52,3.45,0.5379999999999999,0.012,8936,1
33931,1654770280,0.7762206148282096,55.02,355.0,400.0,13065.0,19908,939.258,0.49,0.5,3.34,0.521,0.012,8937,1
33932,1654770281,0.7782298573437811,54.44,349.0,400.0,13075.0,19910,939.261,0.47,0.49,3.24,0.505,0.011,8938,1
33933,1654770282,0.7799879445449065,53.92,349.0,400.0,13071.0,19910,939.266,0.46,0.48,3.17,0.495,0.011,8939,1
33934,1654770283,0.7809925658026924,53.5,349.0,400.0,13076.0,19914,939.268,0.43,0.45,2.99,0.467,0.011,8940,1
33935,1654770284,0.7824994976893711,53.14,347.0,400.0,13071.0,19915,939.26,0.43,0.44,2.93,0.4579999999999999,0.01,8941,1
33936,1654770285,0.7835041189471568,52.85,364.0,400.0,13066.0,19902,939.264,0.42,0.43,2.87,0.447,0.01,8942,1
33937,1654770286,0.7852622061482819,52.56,359.0,400.0,13067.0,19908,939.263,0.41,0.43,2.85,0.444,0.01,8943,1
33938,1654770287,0.7860156720916214,52.36,355.0,400.0,13063.0,19904,939.258,0.42,0.44,2.88,0.45,0.01,8944,1
33939,1654770288,0.7870202933494073,52.16,356.0,400.0,13066.0,19913,939.254,0.42,0.43,2.88,0.449,0.01,8945,1
33940,1654770289,0.7877737592927465,52.0,349.0,400.0,13065.0,19906,939.259,0.41,0.42,2.79,0.435,0.01,8946,1
33941,1654770290,0.7885272252360858,51.86,354.0,400.0,13068.0,19913,939.27,0.39,0.41,2.72,0.424,0.01,8947,1
33942,1654770291,0.7892806911794252,51.75,347.0,400.0,13068.0,19909,939.264,0.38,0.4,2.63,0.409,0.009,8948,1
33943,1654770292,0.7902853124372111,51.52,360.0,400.0,13071.0,19902,939.257,0.37,0.39,2.57,0.401,0.009,8949,1
33944,1654770293,0.790787623066104,51.36,363.0,400.0,13067.0,19904,939.272,0.39,0.4,2.66,0.415,0.009,8950,1
33945,1654770294,0.7920433996383363,51.29,349.0,400.0,13073.0,19915,939.268,0.41,0.43,2.82,0.44,0.01,8951,1
33946,1654770295,0.7917922443238898,51.19,353.0,400.0,13070.0,19905,939.272,0.43,0.44,2.94,0.4579999999999999,0.01,8952,1
33947,1654770296,0.7930480208961221,51.16,350.0,400.0,13069.0,19916,939.268,0.44,0.46,3.02,0.471,0.011,8953,1
33948,1654770297,0.7927968655816755,51.07,355.0,400.0,13061.0,19901,939.261,0.44,0.46,3.06,0.477,0.011,8954,1
33949,1654770298,0.793550331525015,50.99,356.0,400.0,13071.0,19909,939.25,0.44,0.46,3.06,0.477,0.011,8955,1
33950,1654770299,0.793550331525015,50.95,354.0,400.0,13065.0,19910,939.261,0.45,0.47,3.13,0.488,0.011,8956,1
33951,1654770300,0.7940526421539078,50.9,362.0,400.0,13057.0,19898,939.258,0.47,0.49,3.23,0.503,0.011,8957,1
33952,1654770301,0.7940526421539078,50.86,362.0,400.0,13060.0,19900,939.258,0.49,0.51,3.37,0.526,0.012,8958,1
33953,1654770302,0.7948061080972473,50.8,363.0,400.0,13059.0,19900,939.26,0.49,0.51,3.38,0.527,0.012,8959,1
33954,1654770303,0.7948061080972473,50.74,356.0,400.0,13073.0,19907,939.262,0.48,0.5,3.29,0.513,0.012,8960,1
33955,1654770304,0.7654209363070121,50.67,378.0,400.0,13051.0,19888,939.265,0.47,0.48,3.21,0.501,0.011,8961,1
33956,1654770305,0.7556258790436005,51.17,380.0,400.0,13046.0,19881,939.261,0.44,0.45,3.0,0.4679999999999999,0.011,8962,1
33957,1654770306,0.7506027727546714,51.92,370.0,400.0,13050.0,19883,939.271,0.43,0.44,2.94,0.4579999999999999,0.01,8963,1
33958,1654770307,0.7473377536668675,52.62,377.0,400.0,13047.0,19875,939.27,0.42,0.44,2.9,0.452,0.01,8964,1
33959,1654770308,0.7445750452079565,53.27,376.0,400.0,13050.0,19879,939.262,0.42,0.43,2.87,0.447,0.01,8965,1
33960,1654770309,0.7428169580068313,53.88,372.0,400.0,13051.0,19886,939.277,0.4,0.41,2.74,0.427,0.01,8966,1
33961,1654770310,0.7410588708057062,54.36,370.0,400.0,13053.0,19903,939.283,0.39,0.4,2.65,0.413,0.009,8967,1
33962,1654770311,0.7395519389190275,54.78,374.0,400.0,13052.0,19891,939.283,0.37,0.38,2.54,0.396,0.009,8968,1
33963,1654770312,0.7375426964034558,55.39,364.0,400.0,13053.0,19896,939.285,0.35,0.36,2.38,0.371,0.008,8969,1
33964,1654770313,0.7367892304601165,55.7,367.0,400.0,13055.0,19890,939.288,0.33,0.35,2.29,0.357,0.008,8970,1
33965,1654770314,0.7357846092023306,55.91,363.0,400.0,13061.0,19904,939.279,0.33,0.34,2.27,0.354,0.008,8971,1
33966,1654770315,0.7335242113723126,56.5,361.0,400.0,13057.0,19895,939.258,0.31,0.33,2.16,0.337,0.008,8972,1
33967,1654770316,0.7322684348000803,56.64,370.0,400.0,13051.0,19887,939.251,0.33,0.34,2.28,0.356,0.008,8973,1
33968,1654770317,0.7317661241711874,56.8,361.0,400.0,13054.0,19892,939.246,0.35,0.36,2.41,0.377,0.009,8974,1
33969,1654770318,0.7307615029134016,56.92,371.0,400.0,13050.0,19891,939.251,0.38,0.4,2.63,0.41,0.009,8975,1
33970,1654770319,0.7300080369700621,57.16,360.0,400.0,13061.0,19904,939.248,0.4,0.42,2.78,0.434,0.01,8976,1
33971,1654770320,0.7300080369700621,57.24,371.0,400.0,13055.0,19896,939.244,0.4,0.42,2.76,0.431,0.01,8977,1
33972,1654770321,0.7297568816556157,57.34,366.0,400.0,13060.0,19895,939.243,0.39,0.41,2.71,0.422,0.01,8978,1
33974,1654770323,0.7287522603978299,57.49,360.0,400.0,13063.0,19899,939.24,0.41,0.42,2.81,0.4379999999999999,0.01,8980,1
33975,1654770324,0.7279987944544906,57.56,370.0,400.0,13060.0,19903,939.249,0.41,0.43,2.86,0.445,0.01,8981,1
33976,1654770325,0.7279987944544906,57.67,369.0,400.0,13055.0,19890,939.253,0.41,0.43,2.83,0.442,0.01,8982,1
33977,1654770326,0.7279987944544906,57.7,363.0,400.0,13057.0,19896,939.258,0.4,0.42,2.77,0.432,0.01,8983,1
33978,1654770327,0.7274964838255976,57.76,358.0,400.0,13057.0,19901,939.258,0.41,0.43,2.83,0.441,0.01,8984,1
33979,1654770328,0.7262407072533654,57.82,373.0,400.0,13051.0,19892,939.247,0.42,0.44,2.89,0.451,0.01,8985,1
33980,1654770329,0.7264918625678118,57.85,367.0,400.0,13060.0,19895,939.248,0.42,0.44,2.9,0.452,0.01,8986,1
33981,1654770330,0.758137432188065,58.0,341.0,400.0,13074.0,19919,939.257,0.43,0.45,2.96,0.462,0.01,8987,1
33982,1654770331,0.7709463532248342,56.73,344.0,400.0,13072.0,19918,939.249,0.46,0.48,3.19,0.498,0.011,8988,1
33983,1654770332,0.7747136829415309,55.91,342.0,400.0,13067.0,19917,939.255,0.47,0.48,3.21,0.501,0.011,8989,1
33984,1654770333,0.7764717701426562,55.2,350.0,400.0,13071.0,19909,939.266,0.46,0.48,3.2,0.498,0.011,8990,1
33985,1654770334,0.7782298573437811,54.58,356.0,400.0,13072.0,19918,939.273,0.46,0.48,3.19,0.497,0.011,8991,1
33986,1654770335,0.7802390998593529,54.06,348.0,400.0,13068.0,19914,939.273,0.47,0.49,3.23,0.504,0.011,8992,1
33987,1654770336,0.7814948764315852,53.62,350.0,400.0,13068.0,19913,939.266,0.5,0.52,3.45,0.537,0.012,8993,1
33988,1654770337,0.7824994976893711,53.25,346.0,400.0,13071.0,19923,939.271,0.52,0.54,3.6,0.561,0.013,8994,1
33989,1654770338,0.7842575848904962,52.94,349.0,400.0,13062.0,19909,939.28,0.55,0.58,3.81,0.594,0.013,8995,1
33990,1654770339,0.7845087402049427,52.68,352.0,400.0,13064.0,19912,939.266,0.56,0.58,3.83,0.598,0.0139999999999999,8996,1
33991,1654770340,0.7860156720916214,52.42,364.0,400.0,13057.0,19899,939.262,0.56,0.58,3.85,0.601,0.0139999999999999,8997,1
33992,1654770341,0.7867691380349608,52.25,360.0,400.0,13060.0,19902,939.265,0.55,0.57,3.8,0.593,0.013,8998,1
33993,1654770342,0.7875226039783001,52.09,359.0,400.0,13059.0,19904,939.271,0.54,0.56,3.72,0.579,0.013,8999,1
33994,1654770343,0.7882760699216393,51.96,357.0,400.0,13062.0,19906,939.264,0.53,0.55,3.63,0.5660000000000001,0.013,9000,1
33995,1654770344,0.7887783805505324,51.82,360.0,400.0,13064.0,19901,939.256,0.49,0.51,3.4,0.531,0.012,9001,1
33996,1654770345,0.7895318464938716,51.68,344.0,400.0,13066.0,19914,939.258,0.48,0.5,3.32,0.518,0.012,9002,1
33997,1654770346,0.7902853124372111,51.6,360.0,400.0,13063.0,19906,939.26,0.47,0.49,3.26,0.508,0.011,9003,1
33998,1654770347,0.790787623066104,51.52,361.0,400.0,13061.0,19906,939.264,0.47,0.48,3.21,0.5,0.011,9004,1
33999,1654770348,0.791289933694997,51.44,364.0,400.0,13057.0,19893,939.262,0.47,0.49,3.24,0.505,0.011,9005,1
34000,1654770349,0.7920433996383363,51.33,357.0,400.0,13060.0,19902,939.254,0.48,0.5,3.3,0.515,0.012,9006,1
34001,1654770350,0.7925457102672291,51.24,368.0,400.0,13059.0,19895,939.26,0.51,0.53,3.48,0.5429999999999999,0.012,9007,1
34002,1654770351,0.7930480208961221,51.2,351.0,400.0,13061.0,19907,939.265,0.51,0.53,3.5,0.545,0.012,9008,1
34003,1654770352,0.7927968655816755,51.14,362.0,400.0,13058.0,19897,939.259,0.51,0.53,3.53,0.55,0.012,9009,1
34004,1654770353,0.7938014868394614,51.02,354.0,400.0,13058.0,19902,939.275,0.49,0.51,3.4,0.53,0.012,9010,1
34005,1654770354,0.7940526421539078,51.0,354.0,400.0,13060.0,19894,939.271,0.46,0.48,3.2,0.499,0.011,9011,1
34006,1654770355,0.7938014868394614,50.91,360.0,400.0,13061.0,19905,939.276,0.45,0.47,3.08,0.48,0.011,9012,1
34007,1654770356,0.7945549527828009,50.88,361.0,400.0,13059.0,19905,939.274,0.44,0.46,3.06,0.477,0.011,9013,1
34008,1654770357,0.7948061080972473,50.85,354.0,400.0,13063.0,19903,939.277,0.45,0.46,3.08,0.48,0.011,9014,1
34009,1654770358,0.7654209363070121,50.73,379.0,400.0,13039.0,19879,939.271,0.44,0.46,3.02,0.471,0.011,9015,1
34011,1654770360,0.7513562386980108,52.0,385.0,400.0,13043.0,19875,939.27,0.44,0.46,3.06,0.477,0.011,9017,1
34012,1654770361,0.7473377536668675,52.76,376.0,400.0,13047.0,19883,939.278,0.45,0.47,3.1,0.483,0.011,9018,1
34013,1654770362,0.7448262005224029,53.36,377.0,400.0,13047.0,19881,939.282,0.45,0.46,3.07,0.479,0.011,9019,1
34014,1654770363,0.7430681133212778,53.92,373.0,400.0,13044.0,19882,939.295,0.45,0.46,3.07,0.479,0.011,9020,1
34015,1654770364,0.7410588708057062,54.47,378.0,400.0,13051.0,19893,939.28,0.44,0.46,3.04,0.474,0.011,9021,1
34016,1654770365,0.7395519389190275,54.87,379.0,400.0,13044.0,19881,939.273,0.45,0.47,3.1,0.483,0.011,9022,1
34017,1654770366,0.7385473176612416,55.23,368.0,400.0,13054.0,19900,939.268,0.45,0.47,3.12,0.487,0.011,9023,1
34018,1654770367,0.7367892304601165,55.56,369.0,400.0,13054.0,19894,939.263,0.47,0.49,3.21,0.501,0.011,9024,1
34019,1654770368,0.7367892304601165,55.83,372.0,400.0,13047.0,19885,939.265,0.47,0.49,3.22,0.502,0.011,9025,1
34020,1654770369,0.7357846092023306,56.08,377.0,400.0,13050.0,19892,939.268,0.46,0.48,3.2,0.498,0.011,9026,1
34021,1654770370,0.7347799879445449,56.27,369.0,400.0,13046.0,19887,939.27,0.47,0.49,3.27,0.509,0.011,9027,1
34022,1654770371,0.7342776773156519,56.5,382.0,400.0,13048.0,19891,939.274,0.48,0.5,3.33,0.519,0.012,9028,1
34023,1654770372,0.7330219007434197,56.69,362.0,400.0,13054.0,19894,939.276,0.5,0.52,3.42,0.534,0.012,9029,1
34024,1654770373,0.7322684348000803,56.8,379.0,400.0,13050.0,19886,939.275,0.5,0.52,3.47,0.542,0.012,9030,1
34025,1654770374,0.7322684348000803,56.95,361.0,400.0,13054.0,19901,939.27,0.5,0.52,3.44,0.536,0.012,9031,1
34026,1654770375,0.7315149688567408,57.07,366.0,400.0,13048.0,19886,939.261,0.49,0.51,3.35,0.522,0.012,9032,1
34027,1654770376,0.7312638135422944,57.17,365.0,400.0,13051.0,19889,939.257,0.48,0.5,3.29,0.513,0.012,9033,1
34028,1654770377,0.7305103475989552,57.3,371.0,400.0,13049.0,19888,939.262,0.45,0.47,3.11,0.485,0.011,9034,1
34029,1654770378,0.7297568816556157,57.36,371.0,400.0,13051.0,19885,939.26,0.44,0.45,3.0,0.4679999999999999,0.011,9035,1
34030,1654770379,0.7290034157122764,57.51,369.0,400.0,13056.0,19890,939.26,0.38,0.4,2.62,0.409,0.009,9036,1
34031,1654770380,0.7279987944544906,57.62,373.0,400.0,13052.0,19892,939.256,0.36,0.38,2.49,0.389,0.009,9037,1
34032,1654770381,0.728249949768937,57.7,370.0,400.0,13054.0,19896,939.261,0.32,0.34,2.23,0.348,0.008,9038,1
34034,1654770383,0.7272453285111512,57.82,377.0,400.0,13059.0,19903,939.286,0.28,0.29,1.91,0.298,0.0069999999999999,9040,1
34035,1654770384,0.7267430178822583,57.89,367.0,400.0,13056.0,19903,939.287,0.28,0.29,1.94,0.302,0.0069999999999999,9041,1
34036,1654770385,0.7264918625678118,57.94,366.0,400.0,13051.0,19889,939.289,0.29,0.3,1.97,0.308,0.0069999999999999,9042,1
34037,1654770386,0.7262407072533654,57.94,375.0,400.0,13051.0,19888,939.284,0.3,0.31,2.03,0.317,0.0069999999999999,9043,1
34038,1654770387,0.7573839662447257,58.12,351.0,400.0,13071.0,19918,939.278,0.3,0.31,2.06,0.321,0.0069999999999999,9044,1
34039,1654770388,0.766425557564798,57.58,347.0,400.0,13073.0,19923,939.283,0.31,0.32,2.14,0.3339999999999999,0.008,9045,1
34040,1654770389,0.7711975085392806,56.76,350.0,400.0,13067.0,19914,939.291,0.33,0.34,2.25,0.352,0.008,9046,1
34041,1654770390,0.7739602169981916,55.96,337.0,400.0,13069.0,19914,939.303,0.33,0.35,2.29,0.356,0.008,9047,1
34042,1654770391,0.7764717701426562,55.22,356.0,400.0,13064.0,19917,939.3,0.36,0.37,2.45,0.382,0.009,9048,1
34043,1654770392,0.7782298573437811,54.61,354.0,400.0,13064.0,19906,939.295,0.36,0.37,2.47,0.386,0.009,9049,1
34044,1654770393,0.7835041189471568,53.13,353.0,400.0,13062.0,19911,939.272,0.36,0.37,2.45,0.382,0.009,9050,1
34045,1654770394,0.7845087402049427,52.84,360.0,400.0,13058.0,19896,939.265,0.39,0.41,2.72,0.424,0.01,9051,1
34046,1654770395,0.785764516777175,52.58,363.0,400.0,13063.0,19911,939.273,0.41,0.43,2.85,0.444,0.01,9052,1
34047,1654770396,0.7865179827205142,52.42,355.0,400.0,13060.0,19911,939.267,0.43,0.45,2.96,0.462,0.01,9053,1
34048,1654770397,0.7870202933494073,52.23,361.0,400.0,13058.0,19903,939.261,0.44,0.45,3.01,0.469,0.011,9054,1
34049,1654770398,0.7885272252360858,51.87,363.0,400.0,13056.0,19896,939.284,0.45,0.46,3.08,0.48,0.011,9055,1
34050,1654770399,0.7895318464938716,51.76,359.0,400.0,13061.0,19900,939.275,0.46,0.48,3.15,0.491,0.011,9056,1
34051,1654770400,0.7900341571227647,51.67,364.0,400.0,13054.0,19891,939.27,0.46,0.48,3.15,0.492,0.011,9057,1
34052,1654770401,0.7902853124372111,51.55,363.0,400.0,13058.0,19898,939.282,0.46,0.48,3.16,0.493,0.011,9058,1
34053,1654770402,0.791289933694997,51.48,368.0,400.0,13057.0,19893,939.277,0.45,0.47,3.12,0.486,0.011,9059,1
34054,1654770403,0.7920433996383363,51.4,367.0,400.0,13058.0,19899,939.288,0.45,0.47,3.11,0.486,0.011,9060,1
34055,1654770404,0.7917922443238898,51.34,364.0,400.0,13062.0,19909,939.279,0.45,0.47,3.09,0.482,0.011,9061,1
34056,1654770405,0.7920433996383363,51.27,358.0,400.0,13058.0,19907,939.275,0.43,0.45,2.97,0.4629999999999999,0.01,9062,1
34057,1654770406,0.793550331525015,51.17,354.0,400.0,13064.0,19901,939.294,0.41,0.43,2.83,0.441,0.01,9063,1
34058,1654770407,0.7938014868394614,51.09,361.0,400.0,13061.0,19905,939.296,0.41,0.43,2.82,0.44,0.01,9064,1
34059,1654770408,0.7945549527828009,51.04,365.0,400.0,13053.0,19893,939.291,0.41,0.42,2.8,0.437,0.01,9065,1
34061,1654770410,0.7948061080972473,50.96,375.0,400.0,13055.0,19899,939.285,0.39,0.4,2.67,0.416,0.009,9067,1
34062,1654770411,0.7651697809925657,50.86,385.0,400.0,13046.0,19884,939.279,0.39,0.41,2.69,0.42,0.009,9068,1
34063,1654770412,0.7551235684147075,51.39,380.0,400.0,13042.0,19877,939.279,0.39,0.41,2.69,0.419,0.009,9069,1
34064,1654770413,0.7508539280691178,52.09,387.0,400.0,13032.0,19874,939.271,0.38,0.39,2.6,0.406,0.009,9070,1
34065,1654770414,0.7463331324090816,52.81,390.0,400.0,13040.0,19879,939.277,0.37,0.38,2.54,0.395,0.009,9071,1
34066,1654770415,0.7443238898935101,53.51,372.0,400.0,13044.0,19886,939.276,0.35,0.36,2.42,0.377,0.009,9072,1
34067,1654770416,0.742063492063492,54.04,375.0,400.0,13041.0,19877,939.274,0.35,0.36,2.41,0.376,0.008,9073,1
34068,1654770417,0.7408077154912597,54.57,370.0,400.0,13047.0,19886,939.263,0.34,0.35,2.34,0.365,0.008,9074,1
34069,1654770418,0.7393007836045811,54.97,378.0,400.0,13044.0,19886,939.269,0.33,0.34,2.28,0.355,0.008,9075,1
34070,1654770419,0.7385473176612416,55.34,381.0,400.0,13046.0,19876,939.282,0.32,0.33,2.18,0.3389999999999999,0.008,9076,1
34071,1654770420,0.73653807514567,55.9,378.0,400.0,13048.0,19887,939.291,0.31,0.33,2.16,0.337,0.008,9077,1
34072,1654770421,0.7357846092023306,56.16,380.0,400.0,13050.0,19889,939.287,0.31,0.32,2.13,0.332,0.0069999999999999,9078,1
34074,1654770423,0.7340265220012054,56.61,381.0,400.0,13038.0,19876,939.287,0.32,0.33,2.19,0.342,0.008,9080,1
34075,1654770424,0.7330219007434197,56.75,373.0,400.0,13050.0,19885,939.274,0.32,0.33,2.2,0.3429999999999999,0.008,9081,1
34076,1654770425,0.7322684348000803,57.02,382.0,400.0,13046.0,19880,939.273,0.32,0.33,2.18,0.34,0.008,9082,1
34077,1654770426,0.7307615029134016,57.13,381.0,400.0,13046.0,19882,939.282,0.32,0.33,2.2,0.3429999999999999,0.008,9083,1
34078,1654770427,0.7307615029134016,57.3,385.0,400.0,13044.0,19882,939.286,0.34,0.35,2.31,0.361,0.008,9084,1
34079,1654770428,0.7297568816556157,57.47,366.0,400.0,13051.0,19893,939.275,0.4,0.41,2.72,0.424,0.01,9085,1
34080,1654770429,0.7292545710267229,57.66,376.0,400.0,13045.0,19887,939.281,0.42,0.44,2.89,0.45,0.01,9086,1
34081,1654770430,0.7290034157122764,57.74,381.0,400.0,13051.0,19890,939.266,0.44,0.46,3.03,0.472,0.011,9087,1
34082,1654770431,0.7274964838255976,57.82,379.0,400.0,13051.0,19886,939.267,0.45,0.47,3.08,0.481,0.011,9088,1
34083,1654770432,0.7279987944544906,57.87,372.0,400.0,13046.0,19887,939.271,0.46,0.48,3.18,0.497,0.011,9089,1
34085,1654770434,0.7279987944544906,57.99,369.0,400.0,13050.0,19895,939.274,0.51,0.53,3.5,0.546,0.012,9091,1
34086,1654770435,0.7267430178822583,58.05,380.0,400.0,13043.0,19884,939.267,0.53,0.56,3.68,0.574,0.013,9092,1
34088,1654770437,0.7669278681936909,57.67,360.0,400.0,13065.0,19919,939.283,0.59,0.61,4.06,0.633,0.0139999999999999,9094,1
34089,1654770438,0.7711975085392806,56.83,348.0,400.0,13060.0,19903,939.286,0.59,0.61,4.05,0.631,0.0139999999999999,9095,1
34090,1654770439,0.7739602169981916,55.99,357.0,400.0,13066.0,19913,939.286,0.57,0.59,3.92,0.612,0.0139999999999999,9096,1
34091,1654770440,0.7767229254571026,55.3,348.0,400.0,13067.0,19916,939.288,0.55,0.58,3.82,0.596,0.013,9097,1
34092,1654770441,0.7789833232871206,54.7,354.0,400.0,13062.0,19908,939.3,0.54,0.57,3.75,0.585,0.013,9098,1
34093,1654770442,0.779234478601567,54.14,356.0,400.0,13063.0,19910,939.297,0.52,0.54,3.59,0.56,0.013,9099,1
34094,1654770443,0.7814948764315852,53.77,351.0,400.0,13059.0,19901,939.306,0.51,0.53,3.51,0.547,0.012,9100,1
34095,1654770444,0.7824994976893711,53.41,363.0,400.0,13055.0,19904,939.294,0.48,0.5,3.28,0.512,0.012,9101,1
34096,1654770445,0.7842575848904962,53.1,364.0,400.0,13057.0,19898,939.29,0.46,0.48,3.15,0.492,0.011,9102,1
34097,1654770446,0.7850110508338355,52.85,363.0,400.0,13054.0,19902,939.287,0.44,0.46,3.02,0.471,0.011,9103,1
34098,1654770447,0.785764516777175,52.62,355.0,400.0,13059.0,19904,939.293,0.44,0.45,3.0,0.4679999999999999,0.011,9104,1
34099,1654770448,0.7865179827205142,52.43,358.0,400.0,13060.0,19904,939.29,0.43,0.44,2.94,0.4579999999999999,0.01,9105,1
34100,1654770449,0.7867691380349608,52.24,363.0,400.0,13057.0,19899,939.281,0.42,0.44,2.9,0.452,0.01,9106,1
